[ 2012-03-25T00:00:20+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --START--
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.003625s ]
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --START--
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Run LocationTemplate Behavior [ RunTime:0.000721s ]
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --END-- [ RunTime:0.000915s ]
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Run ParseTemplate Behavior [ RunTime:0.018428s ]
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018532s ]
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Run ContentReplace Behavior [ RunTime:0.000855s ]
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Run TokenBuild Behavior [ RunTime:0.000734s ]
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000446s ]
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Run ShowRuntime Behavior [ RunTime:0.000694s ]
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002984s ]
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --START--
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Run ShowPageTrace Behavior [ RunTime:0.003364s ]
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --END-- [ RunTime:0.003466s ]
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --START--
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Run CheckRoute Behavior [ RunTime:0.001233s ]
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --END-- [ RunTime:0.001370s ]
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000856s ]
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000953s ]
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004546s ]
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.003285s ]
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --START--
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Run LocationTemplate Behavior [ RunTime:0.000737s ]
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --END-- [ RunTime:0.000828s ]
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Run ParseTemplate Behavior [ RunTime:0.017936s ]
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018041s ]
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Run ContentReplace Behavior [ RunTime:0.000634s ]
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Run TokenBuild Behavior [ RunTime:0.000640s ]
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000442s ]
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Run ShowRuntime Behavior [ RunTime:0.000788s ]
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002764s ]
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --START--
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Run ShowPageTrace Behavior [ RunTime:0.003368s ]
[ 2012-03-25T11:32:21+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --END-- [ RunTime:0.003475s ]
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --START--
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Run CheckRoute Behavior [ RunTime:0.001266s ]
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --END-- [ RunTime:0.001409s ]
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000843s ]
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000941s ]
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004268s ]
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.016675s ]
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --START--
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Run LocationTemplate Behavior [ RunTime:0.000731s ]
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --END-- [ RunTime:0.000818s ]
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Run ParseTemplate Behavior [ RunTime:0.022507s ]
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022613s ]
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Run ContentReplace Behavior [ RunTime:0.000808s ]
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Run TokenBuild Behavior [ RunTime:0.000731s ]
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000465s ]
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Run ShowRuntime Behavior [ RunTime:0.000697s ]
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002960s ]
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --START--
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Run ShowPageTrace Behavior [ RunTime:0.003381s ]
[ 2012-03-25T11:32:24+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --END-- [ RunTime:0.003498s ]
[ 2012-03-25T11:32:26+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:32:26+08:00 ] /www/read/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000844s ]
[ 2012-03-25T11:32:26+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000999s ]
[ 2012-03-25T11:32:26+08:00 ] /www/read/ | INFO: Tag[ view_template ] --START--
[ 2012-03-25T11:32:26+08:00 ] /www/read/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002042s ]
[ 2012-03-25T11:32:26+08:00 ] /www/read/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002159s ]
[ 2012-03-25T11:32:26+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T11:32:26+08:00 ] /www/read/ | INFO: Run ParseTemplate Behavior [ RunTime:0.057118s ]
[ 2012-03-25T11:32:26+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.057226s ]
[ 2012-03-25T11:32:26+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T11:32:26+08:00 ] /www/read/ | INFO: Run ContentReplace Behavior [ RunTime:0.000678s ]
[ 2012-03-25T11:32:26+08:00 ] /www/read/ | INFO: Run TokenBuild Behavior [ RunTime:0.000648s ]
[ 2012-03-25T11:32:26+08:00 ] /www/read/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000432s ]
[ 2012-03-25T11:32:26+08:00 ] /www/read/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000703s ]
[ 2012-03-25T11:32:26+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002704s ]
[ 2012-03-25T11:32:26+08:00 ] /www/read/ | INFO: Tag[ view_end ] --START--
[ 2012-03-25T11:32:26+08:00 ] /www/read/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.003990s ]
[ 2012-03-25T11:32:26+08:00 ] /www/read/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.004159s ]
[ 2012-03-25T11:32:54+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:32:54+08:00 ] /www/read/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001507s ]
[ 2012-03-25T11:32:54+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001657s ]
[ 2012-03-25T11:32:54+08:00 ] /www/read/ | INFO: Tag[ view_template ] --START--
[ 2012-03-25T11:32:54+08:00 ] /www/read/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001371s ]
[ 2012-03-25T11:32:54+08:00 ] /www/read/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001487s ]
[ 2012-03-25T11:32:54+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T11:32:54+08:00 ] /www/read/ | INFO: Run ParseTemplate Behavior [ RunTime:0.021633s ]
[ 2012-03-25T11:32:54+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021740s ]
[ 2012-03-25T11:32:54+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T11:32:54+08:00 ] /www/read/ | INFO: Run ContentReplace Behavior [ RunTime:0.001376s ]
[ 2012-03-25T11:32:54+08:00 ] /www/read/ | INFO: Run TokenBuild Behavior [ RunTime:0.001379s ]
[ 2012-03-25T11:32:54+08:00 ] /www/read/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001300s ]
[ 2012-03-25T11:32:54+08:00 ] /www/read/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001745s ]
[ 2012-03-25T11:32:54+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006075s ]
[ 2012-03-25T11:32:54+08:00 ] /www/read/ | INFO: Tag[ view_end ] --START--
[ 2012-03-25T11:32:54+08:00 ] /www/read/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.004436s ]
[ 2012-03-25T11:32:54+08:00 ] /www/read/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.005573s ]
[ 2012-03-25T11:33:03+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:33:03+08:00 ] /www/read/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000869s ]
[ 2012-03-25T11:33:03+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001016s ]
[ 2012-03-25T11:33:03+08:00 ] /www/read/ | INFO: Tag[ view_template ] --START--
[ 2012-03-25T11:33:03+08:00 ] /www/read/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000650s ]
[ 2012-03-25T11:33:03+08:00 ] /www/read/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000750s ]
[ 2012-03-25T11:33:03+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T11:33:03+08:00 ] /www/read/ | INFO: Run ParseTemplate Behavior [ RunTime:0.020414s ]
[ 2012-03-25T11:33:03+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020520s ]
[ 2012-03-25T11:33:03+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T11:33:03+08:00 ] /www/read/ | INFO: Run ContentReplace Behavior [ RunTime:0.000744s ]
[ 2012-03-25T11:33:03+08:00 ] /www/read/ | INFO: Run TokenBuild Behavior [ RunTime:0.000660s ]
[ 2012-03-25T11:33:03+08:00 ] /www/read/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000421s ]
[ 2012-03-25T11:33:03+08:00 ] /www/read/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000710s ]
[ 2012-03-25T11:33:03+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002785s ]
[ 2012-03-25T11:33:03+08:00 ] /www/read/ | INFO: Tag[ view_end ] --START--
[ 2012-03-25T11:33:03+08:00 ] /www/read/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.003382s ]
[ 2012-03-25T11:33:03+08:00 ] /www/read/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.003491s ]
[ 2012-03-25T11:35:19+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:35:19+08:00 ] /www/read/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001556s ]
[ 2012-03-25T11:35:19+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001710s ]
[ 2012-03-25T11:35:19+08:00 ] /www/read/ | INFO: Tag[ view_template ] --START--
[ 2012-03-25T11:35:19+08:00 ] /www/read/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002737s ]
[ 2012-03-25T11:35:19+08:00 ] /www/read/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002860s ]
[ 2012-03-25T11:35:19+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T11:35:19+08:00 ] /www/read/ | INFO: Run ParseTemplate Behavior [ RunTime:0.032451s ]
[ 2012-03-25T11:35:19+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.032558s ]
[ 2012-03-25T11:35:19+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T11:35:19+08:00 ] /www/read/ | INFO: Run ContentReplace Behavior [ RunTime:0.001464s ]
[ 2012-03-25T11:35:19+08:00 ] /www/read/ | INFO: Run TokenBuild Behavior [ RunTime:0.001603s ]
[ 2012-03-25T11:35:19+08:00 ] /www/read/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001840s ]
[ 2012-03-25T11:35:19+08:00 ] /www/read/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001618s ]
[ 2012-03-25T11:35:19+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006805s ]
[ 2012-03-25T11:35:19+08:00 ] /www/read/ | INFO: Tag[ view_end ] --START--
[ 2012-03-25T11:35:19+08:00 ] /www/read/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.004725s ]
[ 2012-03-25T11:35:19+08:00 ] /www/read/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.004833s ]
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001586s ]
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001742s ]
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004462s ]
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | SQL: SELECT * FROM `books`  [ RunTime:0.003664s ]
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | INFO: Tag[ view_template ] --START--
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | INFO: Run LocationTemplate Behavior [ RunTime:0.003237s ]
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.003337s ]
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | INFO: Run ParseTemplate Behavior [ RunTime:0.038794s ]
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.038901s ]
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | INFO: Run ContentReplace Behavior [ RunTime:0.002320s ]
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | INFO: Run TokenBuild Behavior [ RunTime:0.002217s ]
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001831s ]
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002119s ]
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008763s ]
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | INFO: Tag[ view_end ] --START--
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.005160s ]
[ 2012-03-25T11:40:18+08:00 ] /www/read/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.005272s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001282s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001443s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004390s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | SQL: SELECT * FROM `books`  [ RunTime:0.004003s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Tag[ view_template ] --START--
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Run LocationTemplate Behavior [ RunTime:0.003108s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.003290s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Run ParseTemplate Behavior [ RunTime:0.028516s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.028625s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Run ContentReplace Behavior [ RunTime:0.002364s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Run TokenBuild Behavior [ RunTime:0.002492s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001824s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001782s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008744s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Tag[ view_end ] --START--
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.004787s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.004899s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001249s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001401s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004346s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | SQL: SELECT * FROM `books`  [ RunTime:0.004018s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Tag[ view_template ] --START--
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Run LocationTemplate Behavior [ RunTime:0.003175s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.003276s ]
[ 2012-03-25T11:40:19+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Run ParseTemplate Behavior [ RunTime:0.029602s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.029711s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Run ContentReplace Behavior [ RunTime:0.002228s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Run TokenBuild Behavior [ RunTime:0.002066s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002333s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001827s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008973s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Tag[ view_end ] --START--
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.004825s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.004932s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001238s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001393s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004413s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | SQL: SELECT * FROM `books`  [ RunTime:0.004402s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Tag[ view_template ] --START--
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Run LocationTemplate Behavior [ RunTime:0.003083s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.003191s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Run ParseTemplate Behavior [ RunTime:0.028888s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.028996s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Run ContentReplace Behavior [ RunTime:0.002557s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Run TokenBuild Behavior [ RunTime:0.002067s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001795s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001772s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008471s ]
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Tag[ view_end ] --START--
[ 2012-03-25T11:40:20+08:00 ] /www/read/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.005167s ]
